ID,default
4855329,1.0
66862420,0.0
3637416,0.0
53682249,0.0
53937165,0.0
1464149,1.0
7429943,0.0
10047245,0.0
46816125,0.0
57125517,0.0
72220005,0.0
1685505,1.0
69564228,0.0
17271765,0.0
64781812,0.0
69613874,0.0
49413301,0.0
9317570,1.0
59750027,0.0
17663598,1.0
8096827,1.0
27629054,1.0
50237117,1.0
12033920,0.0
54586579,0.0
36745137,1.0
11639545,1.0
31076856,1.0
1964086,0.0
11963639,1.0
53835369,1.0
55347334,0.0
33078853,1.0
14699227,1.0
61007183,0.0
54506052,1.0
71230781,1.0
26487698,0.0
65972205,0.0
52405511,1.0
49843095,0.0
42053870,0.0
72139148,1.0
4150220,1.0
9827026,1.0
58809375,1.0
46233594,0.0
10428246,0.0
20026663,0.0
38801152,0.0
54886368,0.0
406800,0.0
24674767,0.0
67139064,0.0
63890503,0.0
8749082,1.0
22430548,0.0
66115943,0.0
51925107,0.0
618799,0.0
73425164,0.0
27849989,0.0
27268965,1.0
63435101,0.0
26386787,1.0
67169666,0.0
31097860,1.0
69594568,0.0
49643881,0.0
1219608,1.0
11557648,0.0
59651619,0.0
5484060,1.0
1672306,0.0
53342588,0.0
1061953,1.0
1489506,0.0
57641926,0.0
72141070,0.0
14980764,0.0
781070,1.0
53353374,0.0
14608612,1.0
37776687,1.0
53722767,0.0
64313925,0.0
1651464,1.0
53512140,0.0
39910768,0.0
15398825,0.0
70237253,0.0
5196889,1.0
2843447,1.0
46676680,0.0
37056026,1.0
35955130,1.0
70416469,0.0
24604468,1.0
1613120,1.0
48033792,1.0
47112788,0.0
25956266,1.0
45231727,0.0
8577311,1.0
31127586,0.0
70308962,0.0
1971490,1.0
59611415,0.0
24674932,1.0
558407,1.0
8299426,1.0
14618641,1.0
15058234,1.0
1852699,1.0
2835802,1.0
11964311,1.0
17533274,0.0
10309523,1.0
43816523,0.0
4224509,1.0
693433,1.0
45670002,0.0
10352489,0.0
49789034,0.0
55318014,0.0
19635403,1.0
824415,1.0
59739987,0.0
67527654,0.0
26238829,1.0
42534684,0.0
33299330,0.0
67811455,0.0
42484407,1.0
49684161,0.0
17031772,0.0
1786308,1.0
42662757,0.0
9110379,1.0
1029137,1.0
16580732,0.0
6329687,0.0
23412347,1.0
55026039,0.0
11786981,0.0
67729946,0.0
2732315,1.0
1645039,1.0
10716976,1.0
38860659,0.0
11639346,1.0
49820721,0.0
6999808,0.0
71156520,0.0
16230191,0.0
8735885,1.0
19075103,1.0
67781542,0.0
58005176,0.0
55215837,0.0
52467895,0.0
3921433,1.0
35984807,1.0
43876833,0.0
22330363,0.0
63018725,0.0
44787149,0.0
43316360,0.0
59651473,0.0
72808391,1.0
12587175,0.0
38428821,1.0
43304908,1.0
52616089,0.0
69011912,0.0
45789882,0.0
63018775,0.0
68359508,0.0
67729075,0.0
6737636,1.0
67585931,0.0
52135074,0.0
46757171,0.0
59612450,0.0
7837498,1.0
68498292,0.0
58882973,0.0
14848351,0.0
41298772,0.0
50166828,0.0
2827517,1.0
16180053,1.0
11866758,1.0
46536193,1.0
68630862,0.0
3864906,1.0
15129729,1.0
68468216,0.0
1693594,1.0
59569986,0.0
1788581,0.0
59449758,0.0
12806832,0.0
14411456,1.0
24595984,0.0
19445555,1.0
47132051,0.0
737047,0.0
30035016,1.0
6387226,1.0
66362846,0.0
1856637,0.0
70329959,0.0
64535955,0.0
4173526,1.0
49431906,0.0
1345813,1.0
7818496,0.0
2425350,1.0
8178412,1.0
63335552,0.0
43997108,0.0
1998236,1.0
53383403,0.0
1457717,1.0
1795742,1.0
21260053,1.0
44314990,1.0
29382574,0.0
17503331,1.0
37395992,0.0
1825580,0.0
14658091,1.0
54825940,0.0
54149116,0.0
67728714,0.0
37476375,0.0
65471032,0.0
2696919,1.0
58640666,0.0
58883138,0.0
65882255,0.0
49780284,0.0
63201294,0.0
53976358,0.0
9947382,0.0
69182483,0.0
24494502,0.0
1700511,1.0
39172714,0.0
4073647,1.0
9076830,1.0
59560779,0.0
41482351,0.0
48269891,0.0
37638282,0.0
70631591,0.0
12567016,0.0
61036916,0.0
41353149,0.0
970539,1.0
21329821,1.0
12032681,0.0
3188784,1.0
485987,1.0
65507278,0.0
56319072,0.0
3870915,1.0
13837193,1.0
21729213,0.0
64577074,0.0
9410847,0.0
14488062,0.0
